artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Michael BublÃÂ©,Logged In,Aleena,F,49,Kirby,226.0371,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Smile (Live),200,1541423399796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Epica,Logged In,Aleena,F,50,Kirby,303.20281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Martyr of the Free Word,200,1541423625796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
A Silent Film,Logged In,Aleena,F,51,Kirby,222.45832,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,You Will Leave a Mark,200,1541423928796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
BjÃÂ¶rk,Logged In,Aleena,F,52,Kirby,348.57751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Undo,200,1541424150796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Vampire Weekend,Logged In,Aleena,F,53,Kirby,214.7522,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Cape Cod Kwassa Kwassa (Album),200,1541424498796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Rammstein,Logged In,Aleena,F,54,Kirby,201.50812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,BÃÂ¼ck Dich,200,1541424712796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Junkie XL,Logged In,Aleena,F,55,Kirby,221.77914,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Broken (featuring Grant Nicholas) (Album Version),200,1541424913796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Third Eye Blind,Logged In,Aleena,F,56,Kirby,232.77669,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Company,200,1541425134796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Evanescence,Logged In,Aleena,F,57,Kirby,236.12036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Bring Me To Life,200,1541425366796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Jack Johnson,Logged In,Aleena,F,58,Kirby,65.802,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Cupid,200,1541425602796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Fergie,Logged In,Aleena,F,59,Kirby,240.48281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Clumsy,200,1541425667796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,60,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Downgrade,1541022995796.0,269,,200,1541425712796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Lily Allen,Logged In,Aleena,F,61,Kirby,189.98812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,LDN,200,1541425907796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Black Seeds,Logged In,Aleena,F,62,Kirby,257.98485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Dance Dance,200,1541426096796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Cassie,Logged In,Aleena,F,63,Kirby,212.1922,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Call U Out (Album Version),200,1541426353796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Rolling Stones,Logged In,Aleena,F,64,Kirby,231.78404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Too Tough (1994 Digital Remaster),200,1541426565796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Eminem,Logged In,Aleena,F,65,Kirby,251.55873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Without Me,200,1541426796796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Creedence Clearwater Revival,Logged In,Aleena,F,66,Kirby,175.80363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Sweet Hitch-Hiker,200,1541427047796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Heltah Skeltah,Logged In,Aleena,F,67,Kirby,165.642,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Place To Be (Explicit),200,1541427222796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Redman,Logged In,Aleena,F,68,Kirby,251.53261,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Pick It Up,200,1541427387796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Camila,Logged In,Aleena,F,69,Kirby,258.53342,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Alejate De Mi,200,1541427638796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541016707796.0,268,,200,1541427747796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Pearl Jam,Logged In,Ryan,M,1,Smith,67.44771,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,268,Encore Break,200,1541427789796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Faith No More,Logged In,Ryan,M,2,Smith,249.86077,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,268,Last Cup Of Sorrow,200,1541427856796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Liquid Tension Experiment,Logged In,Aleena,F,70,Kirby,535.35302,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Paradigm Shift,200,1541427896796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1540794356796.0,273,,200,1541427929796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Fleetwood Mac,Logged In,Aleena,F,71,Kirby,265.92608,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,World Turning (LP Version),200,1541428431796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Jayden,M,0,Bell,,free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1540991795796.0,90,,200,1541428525796,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),91
Creedence Clearwater Revival,Logged In,Jayden,M,1,Bell,253.90975,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540991795796.0,90,Midnight Special,200,1541428530796,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),91
The Ruts,Logged In,Aleena,F,72,Kirby,338.96444,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,West One (Shine On Me),200,1541428696796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Steve Miller Band,Logged In,Jayden,M,2,Bell,263.96689,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540991795796.0,90,The Joker,200,1541428783796,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),91
The Kingstonians,Logged In,Lily,F,0,Burns,172.90404,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,263,Winey Winey,200,1541428980796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Staind,Logged In,Aleena,F,73,Kirby,239.5424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Everything Changes (Album Version),200,1541429034796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Bon Jovi,Logged In,Jayden,M,3,Bell,224.522,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540991795796.0,90,It's My Life,200,1541429046796,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),91
Chris Brown featuring T-Pain,Logged In,Aleena,F,74,Kirby,250.67057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Kiss Kiss,200,1541429273796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Regina Spektor,Logged In,Layla,F,0,Griffin,191.08526,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,The Calculation (Album Version),200,1541429341796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Lamb,Logged In,Aleena,F,75,Kirby,1031.75791,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Feela,200,1541429523796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Octopus Project,Logged In,Layla,F,1,Griffin,250.95791,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,All Of The Champs That Ever Lived,200,1541429532796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Tegan And Sara,Logged In,Layla,F,2,Griffin,180.06159,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,So Jealous,200,1541429782796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Dragonette,Logged In,Layla,F,3,Griffin,153.39057,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Okay Dolores,200,1541429962796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Lil Wayne / Eminem,Logged In,Layla,F,4,Griffin,229.58975,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Drop The World,200,1541430115796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Soulja Boy Tell'em,Logged In,Layla,F,5,Griffin,201.11628,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Let Me Get Em,200,1541430344796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Audio Adrenaline,Logged In,Kate,F,0,Harrell,202.52689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Free Ride,200,1541430369796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Bodo Wartke,Logged In,Layla,F,6,Griffin,645.27628,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Liebeslied (Sprachen: Deutsch_ Englisch_ FranzÃÂ¶sisch_ Italienisch_ Spanisch_ HollÃÂ¤ndisch_ Japanisch_ Russisch_ Griechisch_ Klingonisch_ Hessisch),200,1541430545796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Prince & The New Power Generation [with Eric Leeds on Flute],Logged In,Aleena,F,76,Kirby,272.63955,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Gett Off,200,1541430554796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Format,Logged In,Kate,F,1,Harrell,208.24771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Inches And Falling (I Love_ Love),200,1541430571796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
,Logged In,Jayden,M,0,Fox,,free,"New Orleans-Metairie, LA",GET,Home,1541033612796.0,219,,200,1541430603796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",101
Black Eyed Peas,Logged In,Jayden,M,1,Fox,214.93506,free,"New Orleans-Metairie, LA",PUT,NextSong,1541033612796.0,219,Pump It,200,1541430649796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",101
Wilco,Logged In,Kate,F,2,Harrell,188.83873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Heavy metal drummer,200,1541430779796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
NOFX,Logged In,Aleena,F,77,Kirby,54.59546,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Monosyllabic Girl,200,1541430826796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940782796.0,274,,200,1541430859796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Cabaret Voltaire,Logged In,Chloe,F,1,Cuevas,430.602,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,274,Playing For Time,200,1541430874796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Air,Logged In,Aleena,F,78,Kirby,244.50567,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Venus,200,1541430880796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Coldplay,Logged In,Kate,F,3,Harrell,249.75628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Til Kingdom Come,200,1541430967796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Rosana,Logged In,Aleena,F,79,Kirby,330.1873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Llegaremos a tiempo,200,1541431124796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Evanescence,Logged In,Layla,F,7,Griffin,237.11302,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Bring Me To Life,200,1541431190796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
,Logged In,Aleena,F,80,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541022995796.0,269,,200,1541431201796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,81,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Help,1541022995796.0,269,,200,1541431201796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Frumpies,Logged In,Kate,F,4,Harrell,134.47791,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Fuck Kitty,200,1541431216796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Plies,Logged In,Joseph,M,0,Gutierrez,278.22975,free,"Columbia, SC",PUT,NextSong,1540809335796.0,208,Somebody (Loves You) (Explicit Album Version),200,1541431327796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
TitÃÂ£s,Logged In,Kate,F,5,Harrell,131.00363,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,PolÃÂ­cia,200,1541431350796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Van Halen,Logged In,Layla,F,8,Griffin,243.17342,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Good Enough,200,1541431427796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Snow Patrol,Logged In,Aleena,F,82,Kirby,307.59138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Engines,200,1541431454796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,83,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Downgrade,1541022995796.0,269,,200,1541431456796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,84,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,269,,200,1541431456796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Kiss,Logged In,Kate,F,6,Harrell,268.30322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,I Was Made For Lovin' You,200,1541431481796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The Academy Is...,Logged In,Layla,F,9,Griffin,209.76281,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Paper Chase (Album Version),200,1541431670796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
The Prodigy,Logged In,Kate,F,7,Harrell,414.11873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Weather Experience (Top Buzz Remix)(Remastered),200,1541431749796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Bill Withers,Logged In,Aleena,F,85,Kirby,383.73832,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Make Love To Your Mind,200,1541431761796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Dwight Yoakam,Logged In,Layla,F,10,Griffin,239.3073,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,You're The One,200,1541431879796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
The Far East Movement featuring Wiz Khalifa and Bionik,Logged In,Layla,F,11,Griffin,265.50812,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Lowridin,200,1541432118796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Deep Dish,Logged In,Kate,F,8,Harrell,439.92771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Sacramento (Club Mix Edit),200,1541432163796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Amon Amarth,Logged In,Layla,F,12,Griffin,238.52363,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,The Hero,200,1541432383796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Jim White,Logged In,Kate,F,9,Harrell,396.22485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Still Waters,200,1541432602796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Modest Mouse,Logged In,Layla,F,13,Griffin,259.47383,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,The Good Times Are Killing Me,200,1541432621796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Bad Company,Logged In,Layla,F,14,Griffin,246.96118,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Morning Sun,200,1541432880796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
,Logged In,Layla,F,15,Griffin,,paid,"Lake Havasu City-Kingman, AZ",GET,Settings,1541057188796.0,23,,200,1541432938796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Five Iron Frenzy,Logged In,Kate,F,10,Harrell,236.09424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Canada,200,1541432998796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Bodyrox,Logged In,Layla,F,16,Griffin,490.78812,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Yeah Yeah,200,1541433126796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Louise Attaque,Logged In,Kate,F,11,Harrell,177.76281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Est-ce que tu m'aimes encore ?,200,1541433234796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1540266185796.0,272,,200,1541433408796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",10
The Pussycat Dolls / Busta Rhymes,Logged In,Kate,F,12,Harrell,272.14322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Don't Cha,200,1541433411796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Thursday,Logged In,Jacob,M,0,Klein,250.17424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Signals Over The Air,200,1541433477796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Alberto Plaza,Logged In,Layla,F,17,Griffin,291.5522,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Yo Te Seguire (vivo),200,1541433616796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Amy Winehouse,Logged In,Sylvie,F,1,Cruz,202.73587,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540266185796.0,272,You Know I'm No Good,200,1541433665796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",10
Musiq / DJ Aktive / Carol Riddick,Logged In,Kate,F,13,Harrell,162.7424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Soulstar,200,1541433683796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Eels,Logged In,Jacob,M,1,Klein,193.27955,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Guest List,200,1541433727796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Dwight Yoakam,Logged In,Kate,F,14,Harrell,239.3073,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,You're The One,200,1541433845796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
matchbox twenty,Logged In,Layla,F,18,Griffin,225.95873,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,3AM (LP Version),200,1541433907796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
